Ticker,Description,Price,Change %,Change,Volume,Market Capitalization,Relative Volume at Time,"Change 1m, %","Change 5m, %",Exchange,Pre-market Change,Open,Change from Open
DSEY,"Diversey Holdings, Ltd.",6.22,-2.50783699,-0.16,385985,2017245321.0000005,1.83694301,0.32102729,-0.39840637,NASDAQ,,6.28,-0.06
TBI,"TrueBlue, Inc.",18.76,3.76106195,0.68,273715,613801682,1.95080887,0.32068413,0.42803638,NYSE,,17.85,0.91
FVRR,Fiverr International Ltd.,43.98,-5.8445729,-2.73,1033675,1632652458.9999998,2.34080714,0.31941593,0.18227387,NYSE,-1.82,44.82,-0.84
SI,Silvergate Capital Corporation,18.83,-10.20505484,-2.14,14234420,596131505,1.61090666,0.31931879,1.07238606,NYSE,-3.46,17.61,1.22
PFSI,"PennyMac Financial Services, Inc.",66.29,-8.62853205,-6.26,1241494,3319896931,6.82690639,0.31760436,0,NYSE,,69.76,-3.47
ZYME,Zymeworks Inc.,9.48,2.48648649,0.23,679667,597271940,3.2122972,0.31712474,0.35000899,NASDAQ,,9.23,0.25
CRGE,"Charge Enterprises, Inc.",1.58,0,0,387663,326498970.99999994,1.93342176,0.31545741,1.27388535,NASDAQ,0.04,1.53,0.05
RGA,"Reinsurance Group of America, Incorporated",142.03,-3.07104347,-4.5,1316870,9492716790.000002,5.92532525,0.31444319,0.25776836,NYSE,,141.11,0.92
BTBT,"Bit Digital, Inc.",1.59,-5.91715976,-0.1,2132157,131098105.99999999,1.68795522,0.31347962,0.09383797,NASDAQ,-0.11,1.57,0.02
CERS,Cerus Corporation,3.25,-2.69461078,-0.09,1830805,576618069,2.8585217,0.30769231,0.30769231,NASDAQ,0.04,3.275,-0.025
IE,Ivanhoe Electric Inc.,13.07,-0.98484848,-0.13,265191,1214262921,2.7193742,0.30721966,0.07662835,NYSE ARCA,-0.66,13.06,0.01
LPRO,Open Lending Corporation,9.87,-0.20222447,-0.02,1173218,1246584028,3.10975303,0.30503305,0.25406504,NASDAQ,0.1,9.65,0.22
DKS,Dick's Sporting Goods Inc,135.75,1.23797449,1.66,888604,11323160304.000002,1.70277887,0.30287361,0.27324422,NYSE,,132.21,3.54
ARQT,"Arcutis Biotherapeutics, Inc.",16.67,1.95718654,0.32,834682,1015666863.0000002,2.40527443,0.3003003,0.42092604,NASDAQ,0.02,16.15,0.52
NCZ,Virtus Convertible & Income Fund II,3.35,-2.61627907,-0.09,640350,,1.32751479,0.3003003,0.3003003,NYSE,-0.02,3.42,-0.07
EHAB,"Enhabit, Inc.",15.1,-5.74282147,-0.92,385349,749237868.0000001,1.6765927,0.29890402,0.39893617,NYSE,,15.9,-0.8
RCUS,"Arcus Biosciences, Inc.",20.51,-3.07183365,-0.65,838218,1485081934.9999998,1.30917314,0.29325513,0,NYSE,,21,-0.49
FRC,FIRST REPUBLIC BANK,144.5,-1.70068027,-2.5,1602706,25952595558,2.41760114,0.29150472,0.17331023,NYSE,0,144.82,-0.32
AXSM,"Axsome Therapeutics, Inc.",68.7,-7.52456589,-5.59,1913059,2983376984,5.24850943,0.29137529,0.29137529,NASDAQ,-0.49,73.81,-5.11
AMTD,AMTD IDEA Group,1.73,1.16959064,0.02,291635,3043534021.0899,0.84315464,0.28985507,0.58139535,NYSE,0,1.7,0.03
DV,"DoubleVerify Holdings, Inc.",27.69,-1.59914712,-0.45,1656977,4565391373.000001,0.77286813,0.28975009,0.36245016,NYSE,-1.01,27.08,0.61
CCCC,"C4 Therapeutics, Inc.",6.91,-15.42227662,-1.26,915503,338292919.99999994,7.19095782,0.28923998,0.36363636,NASDAQ,,7.93,-1.02
EMBC,Embecta Corp.,28.16,-2.25616106,-0.65,652202,1610967394,1.26264589,0.28520499,0.50017864,NASDAQ,,28.42,-0.26
DO,"Diamond Offshore Drilling, Inc.",12.31,3.53238015,0.42,1450036,1249765204,2.28959336,0.28513238,0.44879641,NYSE,0.09,11.93,0.38
SPB,"Spectrum Brands Holdings, Inc.",67.3,0.62799043,0.42,493797,2759340945,2.95420787,0.28299077,0.07431629,NYSE,,66.34,0.96
BGS,"B&G Foods, Inc.",14.23,-2.26648352,-0.33,997410,1019837659.9999998,1.4414892,0.28188865,0.28188865,NYSE,-0.06,14.43,-0.2
CTSO,Cytosorbents Corporation,3.56,10.90342679,0.35,305187,155343145,3.14754514,0.28169014,1.13636364,NASDAQ,,3.22,0.34
DRCT,"Direct Digital Holdings, Inc.",5.54,10.13916501,0.51,334423,80542536,,0.27905302,0.72332731,NASDAQ,-0.05,5,0.54
RIGL,"Rigel Pharmaceuticals, Inc.",1.79,1.1299435,0.02,1823180,309377059,1.3607883,0.27855153,0.22271715,NASDAQ,-0.06,1.71,0.08
SWKS,"Skyworks Solutions, Inc.",112.48,-0.79379079,-0.9,2339550,17881407958,2.31581509,0.27624309,0.08449326,NASDAQ,-2.42,111.2,1.28
CENX,Century Aluminum Company,10.94,-5.52677029,-0.64,2580820,999338647,2.22113376,0.27497709,0.27497709,NASDAQ,-0.11,11.325,-0.385
PGEN,"Precigen, Inc.",1.83,0.54945055,0.01,2644131,459343107,1.27433059,0.2739726,0,NASDAQ,-0.02,1.8,0.03
CSII,"Cardiovascular Systems, Inc.",14.72,0.40927694,0.06,319208,616506701,1.92219759,0.27192386,-0.13540961,NASDAQ,-0.2,14.55,0.17
SQQQ,ProShares UltraPro Short QQQ,34.67,5.02877916,1.66,212507958,,2.7554392,0.27170771,0.37615741,NASDAQ,2.04,35.07,-0.4
MERC,Mercer International Inc.,12.93,0.38819876,0.05,389278,855541793.9999999,1.82501148,0.27100271,0.66070735,NASDAQ,,12.88,0.05
ATHA,"Athira Pharma, Inc.",3.715,-2.23684211,-0.085,291027,140535860,1.64283608,0.26954178,0.26954178,NASDAQ,0,3.8,-0.085
VCSA,"Vacasa, Inc.",1.87,-3.10880829,-0.06,1138787,929318300,1.52509938,0.26809651,0.26809651,NASDAQ,-0.06,1.9,-0.03
EQRX,"EQRx, Inc.",2.52,-3.44827586,-0.09,2078300,1230852109,1.88634056,0.2650002,0.3960396,NASDAQ,,2.56,-0.04
PI,"Impinj, Inc.",125,-7.59222296,-10.27,938745,3239374638,3.50569525,0.26480501,-0.04,NASDAQ,-2.27,132.47,-7.47
KURA,"Kura Oncology, Inc.",13.38,-2.47813411,-0.34,549105,913371407.9999998,1.44851324,0.26187804,0.26187804,NASDAQ,,13.53,-0.15
GREE,Greenidge Generation Holdings Inc.,0.8605,-5.66761675,-0.0517,1682054,38498266,1.29545274,0.26147589,-0.0521316,NASDAQ,-0.0422,0.88,-0.0195
PODD,Insulet Corporation,295.19,0.7646356,2.24,338067,20500561908,2.13139667,0.26141572,0.52933467,NASDAQ,,291.43,3.76
TECS,Direxion Technology Bear 3X Shares,26.91,2.47524752,0.65,3588167,,3.63302978,0.26070764,0.40992014,NYSE ARCA,1.36,27.698,-0.788
YELL,Yellow Corporation,3.85,-3.75,-0.15,964127,198908237,1.74466068,0.26041667,0.91743119,NASDAQ,-0.1,3.87,-0.02
GEO,Geo Group Inc (The) REIT,11.61,-0.93856655,-0.11,1008699,1441382538,1.10921409,0.25929127,0.08628128,NYSE,-0.02,11.6,0.01
JSPR,"Jasper Therapeutics, Inc.",1.93,8.42696629,0.15,2553591,212749474,4.23800808,0.25839793,0.77922078,NASDAQ,-0.04,1.78,0.15
KD,"Kyndryl Holdings, Inc.",13.59,-3.41151386,-0.48,1834297,3082077080,2.52098439,0.25801696,0.03677823,NYSE,-0.51,13.65,-0.06
STAA,STAAR Surgical Company,77.97,-1.72674565,-1.37,453165,3758645476,1.34036908,0.25706941,0.20554985,NASDAQ,-1.65,77.36,0.61
FSR,Fisker Inc.,7.83,-6.67461263,-0.56,5897104,2442259024,0.94540387,0.25608195,0.12915766,NYSE,-0.32,8.08,-0.25
NETI,Eneti Inc.,9.8,1.13519092,0.11,307509,376774687,2.16784351,0.25575448,0.4613019,NYSE,0.25,9.67,0.13
ZETA,Zeta Global Holdings Corp.,9.8,-2.58449304,-0.26,1007220,2024890629.0000005,2.12082263,0.25575448,-0.15282731,NYSE,,9.85,-0.05
PSNL,"Personalis, Inc.",3.9,28.28947368,0.86,7846412,179288291,44.61048255,0.25575448,0.12771392,NASDAQ,0.07,3.09,0.81
AUR,"Aurora Innovation, Inc.",1.98,3.125,0.06,3313833,2305223166,1.68320716,0.25380711,0.25380711,NASDAQ,0,1.86,0.12
OPGN,"OpGen, Inc.",1.74,-3.86740331,-0.07,1057221,4671770,6.4915548,0.25358259,0.47281324,NASDAQ,-0.01,1.8,-0.06
IVZ,Invesco Ltd,20.04,-0.84116774,-0.17,6230883,9114192172,1.35728132,0.25012506,0.4008016,NYSE,0,19.85,0.19
HAYW,"Hayward Holdings, Inc.",14.05,-3.6351166,-0.53,1844580,2968435786,1.88372474,0.25,-0.07119972,NYSE,,14.29,-0.24
VAXX,"Vaxxinity, Inc.",4,3.8961039,0.15,332978,504224006,1.38116373,0.25,0.25,NASDAQ,-0.05,3.81,0.19
ZUMZ,Zumiez Inc.,28.08,-0.42553191,-0.12,298147,547300508,1.94185333,0.24973243,0.28551035,NASDAQ,-0.38,27.81,0.27
UCBI,"United Community Banks, Inc.",34.12,0.79763663,0.27,579981,3622514497,2.12093626,0.24959624,0.19075569,NASDAQ,,33.8,0.32
THO,"Thor Industries, Inc.",102.39,-0.46660834,-0.48,461193,5479783139,1.30069286,0.24959624,-0.00976276,NYSE,,101.35,1.04
AMWL,American Well Corporation,4.03,-2.65700483,-0.11,1405186,1109900891,1.62682307,0.24875622,0.1242236,NYSE,0.01,4.13,-0.1
TMV,Direxion Daily 20-Year Treasury Bear 3X,108.95,4.40824149,4.6,439750,,2.14950897,0.24811546,0.17444424,NYSE ARCA,4.46,108.72,0.23
CVLT,"Commvault Systems, Inc.",64.64,-2.01606791,-1.33,447339,2879925710.0000005,2.51925019,0.24786987,0.29448233,NASDAQ,,65.16,-0.52
BX,Blackstone Inc.,97.13,-2.89913026,-2.9,4965990,116353587676.99998,1.69363539,0.24770358,-0.0308769,NYSE,-4.03,95.81,1.32
KRC,Kilroy Realty Corporation,40.64,-4.37647059,-1.86,895593,4796676407,1.61297238,0.24666996,0.2714039,NYSE,0.62,41.87,-1.23
VSAT,"ViaSat, Inc.",36.74,0.38251366,0.14,466909,2777064751,2.62084435,0.24549918,0.51969365,NASDAQ,,36.33,0.41
MIR,"Mirion Technologies, Inc.",8.18,-0.36540804,-0.03,1165483,1702698821,1.58523683,0.24494795,0.18359853,NYSE,,8.14,0.04
COIN,"Coinbase Global, Inc.",74.63,-8.38448318,-6.83,37125516,16938432554.999998,3.16412484,0.24193982,0.6950948,NASDAQ,-7.81,73.72,0.91
ELV,"Elevance Health, Inc.",477.71,-0.56201994,-2.7,1171978,114090319139,1.85348803,0.24134313,0.11737827,NYSE,3.76,481.19,-3.48
DNB,"Dun & Bradstreet Holdings, Inc.",14.54,-2.21923336,-0.33,1152177,6335534311,0.97317422,0.24112987,0.24112987,NYSE,,14.6,-0.06
UCTT,"Ultra Clean Holdings, Inc.",37.39,-1.60526316,-0.61,284075,1701119314,1.44679181,0.24102839,0.48322148,NASDAQ,,37.16,0.23
DSX,Diana Shipping inc.,4.17,-0.47732697,-0.02,488405,411525769.00000006,1.21307015,0.24096386,0.12033694,NYSE,-0.04,4.18,-0.01
WE,WeWork Inc.,2.08,-6.30630631,-0.14,8542490,1514228220,1.42290025,0.24038462,0.28860029,NYSE,-0.09,2.12,-0.04
CXW,"CoreCivic, Inc.",10.45,-1.50801131,-0.16,1139994,1201553132,2.37599461,0.23980815,0.33605377,NYSE,0,10.58,-0.13
IVVD,"Invivyd, Inc.",2.1,-7.89473684,-0.18,560100,228863027,6.15888398,0.23923445,-1.17924528,NASDAQ,,2.23,-0.13
BV,"BrightView Holdings, Inc.",8.4,3.7037037,0.3,375560,781199965,1.38291747,0.23866348,0.35842294,NYSE,,8.07,0.33
NOV,NOV Inc.,23.27,1.35017422,0.31,3239761,9140571648.999998,1.77721934,0.23681378,0.25839793,NYSE,0.09,22.97,0.3
EVCM,EverCommerce Inc.,10.71,-2.9011786,-0.32,270740,2069184395.0000005,2.06011404,0.23397286,0.23397286,NASDAQ,,10.85,-0.14
MKTX,"MarketAxess Holdings, Inc.",345.9,-8.95811126,-34.035,709650,13018577732,3.42700033,0.23184374,-0.08233544,NASDAQ,-10.555,369.1,-23.2
OCUL,"Ocular Therapeutix, Inc.",4.32,1.88679245,0.08,670090,332684869.99999994,2.33525235,0.23148148,0.46403712,NASDAQ,0.0345,4.19,0.13
LGIH,"LGI Homes, Inc.",121.8,-2.36472946,-2.95,325721,2836756798,2.61312728,0.23024422,0.26734669,NASDAQ,-2.96,121.51,0.29
ETD,Ethan Allen Interiors Inc.,30.5,2.07496653,0.62,709796,773106483,5.13013854,0.22996058,0.56031641,NYSE,-0.08,29.95,0.55
VFC,V.F. Corporation,30.62,-1.66987797,-0.52,4646991,11897894340.999998,1.68805921,0.22913257,0.13080445,NYSE,-0.69,30.53,0.09
TNP,Tsakos Energy Navigation Ltd,17.56,1.97444832,0.34,333105,502746387,2.34692749,0.22888258,0.358341,NYSE,-0.02,17.24,0.32
SWIM,"Latham Group, Inc.",4.4,-2.65486726,-0.12,583572,515332992,2.3873288,0.22779043,-0.33975085,NASDAQ,,4.49,-0.09
WMS,"Advanced Drainage Systems, Inc.",92.79,7.34613605,6.35,2229721,7537647823,2.83842108,0.22685535,0.15112263,NYSE,-0.19,85.76,7.03
NOMD,Nomad Foods Limited,17.69,-1.00727476,-0.18,460763,3052169680,1.45253392,0.22675737,0.22675737,NYSE,-0.07,17.7,-0.01
ENVA,"Enova International, Inc.",53.3,1.63996949,0.86,623964,1676814064,2.92337758,0.22564874,-0.15922075,NYSE,,51.64,1.66
IRTC,"iRhythm Technologies, Inc.",109.29,-1.69994603,-1.89,380654,3290817883,2.97870299,0.22472941,-0.00457582,NASDAQ,,108.08,1.21
CRMD,CorMedix Inc.,4.47,-0.22321429,-0.01,278901,184531117.99999997,1.95627512,0.2247191,0.2247191,NASDAQ,-0.03,4.4,0.07
JELD,"JELD-WEN Holding, Inc.",13.43,-3.9341917,-0.55,839035,1132656154.9999998,2.89158255,0.2240478,0.07457122,NYSE,,13.6,-0.17
TUP,Tupperware Brands Corporation,4.47,-2.61437908,-0.12,698024,198816773,2.10195476,0.22371365,0.22371365,NYSE,-0.08,4.46,0.01
COMP,"Compass, Inc.",4.48,-5.88235294,-0.28,3317318,2031624880,1.13186688,0.22321429,0.22321429,NYSE,-0.34,4.48,0
BRMK,Broadmark Realty Capital Inc.,4.5,-1.31578947,-0.06,1576776,598149330,2.22814985,0.22271715,0,NYSE,0.03,4.52,-0.02
QURE,uniQure N.V.,22.52,0.6705409,0.15,510281,1054276282.0000002,2.07730825,0.22241993,0.42344551,NASDAQ,,21.97,0.55
BMBL,Bumble Inc.,26.85,-3.6252692,-1.01,1387689,5058816302,0.91892762,0.22023143,-0.20813975,NASDAQ,-1.04,26.76,0.09
CB,Chubb Limited,209.84,-0.15701575,-0.33,2874332,87094151956.99998,1.94517061,0.2196438,0.08106046,NYSE,0.24,211.02,-1.18
ITGR,Integer Holdings Corporation,73.5,-0.66225166,-0.49,610118,2435127977.0000005,0.8345108,0.21816199,0.69182821,NYSE,,73.63,-0.13
CNO,"CNO Financial Group, Inc.",25.27,-0.11857708,-0.03,735413,2890971957,1.62221863,0.21812413,0.21812413,NYSE,,25.21,0.06
CNSL,"Consolidated Communications Holdings, Inc.",4.59,-2.13219616,-0.1,299692,529666168.99999994,1.55917242,0.2173913,0.2173913,NASDAQ,0,4.56,0.03
NEXT,NextDecade Corporation,6.94,3.58208955,0.24,1406724,1002081323.9999998,4.67057893,0.21691974,-0.14409222,NASDAQ,-0.55,6.534,0.406
PRVB,"Provention Bio, Inc.",9.27,1.86813187,0.17,1115169,808257515.9999999,2.83886607,0.21598272,0.10787487,NASDAQ,-0.05,9,0.27
BRCC,BRC Inc.,7.02,-0.84745763,-0.06,578567,1490691388,0.70840829,0.21413276,0.27855153,NYSE,0.07,7.05,-0.03
CDZI,"Cadiz, Inc.",4.65,12.04819277,0.5,338183,259962879,1.2931931,0.21413276,0.64516129,NASDAQ,,4.12,0.53
MRSN,"Mersana Therapeutics, Inc.",7.02,1.88679245,0.13,1302775,700412475,2.98843527,0.21367521,0.21367521,NASDAQ,,6.72,0.3
CMP,Compass Minerals Intl Inc,47.2,-1.00671141,-0.48,329638,1936312402.9999995,1.72395455,0.21231423,0.38281582,NYSE,,46.84,0.36
CNC,Centene Corporation,71.01,-2.14964862,-1.56,5098529,40210102833,1.89120585,0.21165514,0.04225947,NYSE,0.54,73.22,-2.21
MHO,"M/I Homes, Inc.",61.91,-2.05663661,-1.3,400950,1698128257.9999998,1.19945879,0.21042409,0.00807689,NYSE,,60.56,1.35
TOST,"Toast, Inc.",23.85,-3.5974131,-0.89,5033726,12419857289,1.62321813,0.21003991,0.27322404,NYSE,-0.75,23.73,0.12
ZUO,"Zuora, Inc.",8.62,-4.00890869,-0.36,946557,1151813005,1.21959683,0.20925366,0.34924331,NYSE,-0.34,8.64,-0.02
CECO,CECO Environmental Corp.,14.38,0,0,440119,492809687.00000006,3.19382444,0.20920502,0.02784352,NASDAQ,,14.22,0.16
HAIN,"The Hain Celestial Group, Inc.",21.58,-1.99818347,-0.44,1208052,1927388440,1.73821819,0.20876827,0.30183422,NASDAQ,,21.84,-0.26
EWCZ,"European Wax Center, Inc.",19.19,-1.64018452,-0.32,268321,1219563834,2.15839674,0.20865936,0.20865936,NASDAQ,,19.27,-0.08
AXL,"American Axle & Manufacturing Holdings, Inc.",9.6,0.10427529,0.01,1134720,1099720649,1.71773054,0.20855057,0.15633142,NYSE,,9.41,0.19
SF,Stifel Financial Corporation,67.47,0.37191312,0.25,542482,7170753857,1.33482246,0.20790021,0.12612212,NYSE,,66.56,0.91
JBL,Jabil Inc.,82.17,1.00799017,0.82,1665657,10951211020.000002,2.30676907,0.20731707,0.26233909,NYSE,-1.26,80.5,1.67
RXRX,"Recursion Pharmaceuticals, Inc.",9.64,2.88153682,0.27,1311146,1827317431,3.24609562,0.20725389,0.83420229,NASDAQ,,9.1,0.54
BEAM,Beam Therapeutics Inc.,48.45,-0.69686411,-0.34,1012672,3414221341.0000005,1.9747975,0.20678246,-0.08247423,NASDAQ,-1.86,46.98,1.47
DEI,"Douglas Emmett, Inc.",16.98,-4.06779661,-0.72,1697567,2984895610,1.47839835,0.20642878,0.41371158,NYSE,,17.39,-0.41
DECK,Deckers Outdoor Corporation,414.36,-1.65428524,-6.97,715844,10966781565,2.99079767,0.20528426,0.11099047,NYSE,-7.33,415.29,-0.93
QID,ProShares UltraShort QQQ,19.48,3.50690755,0.66,16154986,,2.31866955,0.20524586,0.20576132,NYSE ARCA,0.81,19.64,-0.16
TK,Teekay Corporation,4.89,0.20491803,0.01,543196,490962672,0.88938048,0.20470829,0.20470829,NYSE,0.01,4.88,0.01
LTH,"Life Time Group Holdings, Inc.",19.71,-0.05070994,-0.01,679870,3827459808,1.39140048,0.20335536,0.1015744,NYSE,-0.42,19.25,0.46
HESM,Hess Midstream LP,29.61,-1.72585463,-0.52,435028,7101972023,1.49662844,0.202977,0.202977,NYSE,,30.21,-0.6
DTC,"Solo Brands, Inc.",4.94,2.48962656,0.12,375260,469436767.99999994,2.53850457,0.20242915,0.91743119,NYSE,-0.19,4.73,0.21
AOSL,Alpha and Omega Semiconductor Limited,37.19,-2.59298062,-0.99,345467,1019302524,2.76139455,0.20174849,0.24219591,NASDAQ,-0.19,37.4,-0.21
ESMT,"EngageSmart, Inc.",19.88,-1.24192747,-0.25,376168,3289781914.0000005,2.35615894,0.2016129,0.30272452,NYSE,,19.69,0.19
WEBS,Direxion Daily Dow Jones Internet Bear 3X Shares,19.96,10.15452539,1.84,1244307,,3.16241657,0.20080321,0.35193565,NYSE ARCA,1.7,19.97,-0.01
ARQQ,Arqit Quantum Inc.,2.5,1.62601626,0.04,2198451,306688118,3.7675908,0.2,0.80482897,NASDAQ,-0.06,2.43,0.07
SOXS,Direxion Daily Semiconductor Bear 3x Shares,20.02,5.42390732,1.03,64535289,,2.60126996,0.1998002,0.35017509,NYSE ARCA,1.2,20.19,-0.17
MDC,"M.D.C. Holdings, Inc.",40.33,-2.01652089,-0.83,750946,2927377146,1.5813586,0.19875776,0.32338308,NYSE,-0.56,40.03,0.3
WSFS,WSFS Financial Corporation,50.51,1.34430177,0.67,383755,3110748952.9999995,1.89837059,0.19833399,0.15860428,NASDAQ,,49.67,0.84
LAZ,"Lazard LTD. Lazard, LTD.",40.42,-1.05263158,-0.43,1011136,4558005167,2.14482443,0.19821606,0.02473411,NYSE,,40.07,0.35
FCX,"Freeport-McMoRan, Inc.",43.16,-1.2582933,-0.55,13162821,61718799782,2.21511778,0.19733024,0.29046125,NYSE,-0.23,43.38,-0.22
OLLI,"Ollie's Bargain Outlet Holdings, Inc.",56.15,-3.55547922,-2.07,692703,3494720498.0000005,1.84837214,0.19621834,0.33044566,NASDAQ,,57.31,-1.16
LAZR,"Luminar Technologies, Inc.",7.66,-0.26041667,-0.02,11452937,2778725148,2.03181555,0.19620667,0.18179202,NASDAQ,-0.3485,7.33,0.33
ATHM,Autohome Inc.,35.93,-2.86563936,-1.06,643381,4607847395.519759,1.5039205,0.19514915,0.13931457,NYSE,,36.56,-0.63
FWBI,"First Wave BioPharma, Inc.",5.16,-4.97237569,-0.27,272746,4278873,0.65752736,0.19493177,0.29268293,NASDAQ,-0.08,5.38,-0.22
RKT,"Rocket Companies, Inc.",10.29,-4.54545455,-0.49,5362472,20278071233,1.94884555,0.19474197,-0.09708738,NYSE,-0.38,10.4,-0.11
WVE,Wave Life Sciences Ltd.,5.15,-0.96153846,-0.05,337960,447584640.99999994,1.57281342,0.19379845,0.38834951,NASDAQ,-0.02,5.19,-0.04
NSSC,"NAPCO Security Technologies, Inc.",31.14,1.40019538,0.43,299725,1144231642,4.54801604,0.1929881,0.41908446,NASDAQ,1.92,31.15,-0.01
JXN,Jackson Financial Inc.,46.75,0.42964554,0.2,991621,3911845552.000001,2.40882908,0.19271949,0.34312674,NYSE,0.43,45.94,0.81
PRDO,Perdoceo Education Corporation,15.62,4.97311828,0.74,1101928,1049202514,8.68011867,0.1921845,0.25641026,NASDAQ,,14.78,0.84
SHCR,"Sharecare, Inc.",2.6,0.7751938,0.02,750856,919151938,1.45766177,0.19193858,0.19193858,NASDAQ,,2.53,0.07
PLD,"Prologis, Inc.",131.62,-2.13398766,-2.87,3303378,124304760095,2.00287807,0.1903022,0.03420103,NYSE,-2.39,131.95,-0.33
AA,Alcoa Corporation,52.74,-1.7144987,-0.92,3546185,9331666343,1.45978811,0.1899696,0.06640736,NYSE,-0.75,53.4,-0.66
WWE,"World Wrestling Entertainment, Inc.",89.72,5.16938225,4.41,1971742,6679306819.000002,5.94113322,0.18983808,0.42534139,NYSE,-0.06,86,3.72
SEIC,SEI Investments Company,63.97,-0.43579767,-0.28,396829,8624978746.999998,1.08902729,0.18788163,0.14084507,NASDAQ,,63.98,-0.01
PSTX,"Poseida Therapeutics, Inc.",8.03,4.83028721,0.37,429412,690173551.0000001,1.97189701,0.1871491,0.24968789,NASDAQ,0.04,7.65,0.38
SNBR,Sleep Number Corporation,37.56,-9.66810967,-4.02,378756,826357570,0.91309408,0.18674136,0.06661338,NASDAQ,-1.08,40.45,-2.89
HOOD,"Robinhood Markets, Inc.",10.74,-3.59066427,-0.4,11173857,9454791216,2.08671893,0.18648019,0.13979497,NASDAQ,-0.3,10.765,-0.025
DAN,Dana Incorporated,18.84,-0.37017451,-0.07,843626,2700779394.0000005,1.45537635,0.18602179,-0.02651816,NYSE,,18.57,0.27
RETA,"Reata Pharmaceuticals, Inc.",48.87,-1.27272727,-0.63,893271,1790775362,2.28951386,0.18446403,0.26666667,NASDAQ,-0.6,48.89,-0.02
TVTX,"Travere Therapeutics, Inc.",21.72,-3.68070953,-0.83,732844,1393849869,1.61408568,0.18441678,0.09212345,NASDAQ,,22.11,-0.39
DNMR,"Danimer Scientific, Inc.",2.71,0.37037037,0.01,1323820,274763305,1.99326532,0.18416206,0,NYSE,-0.046,2.62,0.09
BC,Brunswick Corporation,92.4,2.00927357,1.82,991453,6699602143.000001,2.15227871,0.18416206,0.08658009,NYSE,,89.97,2.43
HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",38.37,0.1043569,0.04,705342,3414106135,2.26570264,0.18276762,0.45817515,NYSE,,37.5,0.87
RIDE,Lordstown Motors Corp.,1.47,2.08333333,0.03,4620071,318955104,2.04480166,0.18276586,1.02389078,NASDAQ,-0.04,1.39,0.08
PXJ,Invesco Dynamic Oil & Gas Services ETF,5.43,0.92936803,0.05,481431,,2.45093264,0.18265346,0.36783054,NYSE ARCA,,5.36,0.07
SEER,"Seer, Inc.",5.51,1.00824931,0.055,543251,345155036,3.93477007,0.18181818,0.36429872,NASDAQ,,5.31,0.2
TUYA,Tuya Inc.,2.76,-4.16666667,-0.12,657000,1603626970.03344,1.45833223,0.1814882,-0.54054054,NYSE,-0.05,2.83,-0.07
DHI,"D.R. Horton, Inc.",99.47,-3.37089567,-3.47,2655803,34157336055,1.85094136,0.18128714,0.1207851,NYSE,-2.85,100.13,-0.66
DLO,DLocal Limited,16.74,-2.33372229,-0.4,1088357,4954790510,1.77572766,0.17953321,0.54054054,NASDAQ,-0.44,16.71,0.03
RNG,"RingCentral, Inc.",44.72,-2.93032342,-1.35,1517033,4287314522,1.81491369,0.17917133,-0.10050251,NYSE,-2.06,43.98,0.74
ABCL,AbCellera Biologics Inc.,11.18,1.54405086,0.17,1253830,3198602931.9999995,1.6601395,0.17889088,0.0446628,NASDAQ,-0.19,10.83,0.35
HPP,"Hudson Pacific Properties, Inc.",11.23,-5.07185123,-0.6,2041207,1603302243,1.69491033,0.17833259,0.53691275,NYSE,,11.57,-0.34
ADV,Advantage Solutions Inc.,2.8,-1.75438596,-0.05,354140,895116525,1.15573008,0.17825312,0.71684588,NASDAQ,,2.76,0.04
CADE,Cadence Bank,28.18,0.53514092,0.15,1528407,5195723246,1.24628413,0.17774618,0.42765502,NYSE,,27.89,0.29
PKI,"PerkinElmer, Inc.",141.75,-1.82158194,-2.63,756033,17905282454,1.43832775,0.17669093,0.24754226,NYSE,,141.82,-0.07
BPT,BP Prudhoe Bay Royalty Trust,11.32,-2.07612457,-0.24,361575,242247989,2.51332206,0.17652251,0.08818342,NYSE,,11.56,-0.24
ANGI,Angi Inc.,2.83,-2.07612457,-0.06,948655,1427653549.0000002,1.87722677,0.17636684,0,NASDAQ,0.08,2.83,0
UHS,"Universal Health Services, Inc.",148.41,-1.34281726,-2.02,515848,9524033461,1.97176553,0.1755215,0.11807172,NYSE,-0.58,149.94,-1.53
ORIC,"Oric Pharmaceuticals, Inc.",5.72,-5.14096186,-0.31,283410,226378465.99999997,3.79961851,0.1754386,1.0619469,NASDAQ,0.4699,5.97,-0.25
RWT,"Redwood Trust, Inc.",8.6,-1.14942529,-0.1,1337142,974807012,1.95534913,0.17472335,0.29154519,NYSE,-0.21,8.56,0.04
TIGR,UP Fintech Holding Limited,4.35,-2.24719101,-0.1,737566,666730637,1.33694548,0.1735107,0.11560694,NASDAQ,-0.09,4.35,0
MULN,"Mullen Automotive, Inc.",0.4079,7.06036745,0.0269,281704776,676745993,2.6331857,0.17291607,1.24657193,NASDAQ,0.032,0.412,-0.0041
HXL,Hexcel Corporation,69.76,-2.13243547,-1.52,607399,5871790795,1.17250414,0.17231476,0.17231476,NYSE,-2.18,70.11,-0.35
ACHR,Archer Aviation Inc.,2.9,-7.93650794,-0.25,3293008,705554903,4.24190703,0.17211704,0,NYSE,-0.0799,3.09,-0.19
